TITLE="Graphics"
VARIABLES= "10000/T, 1/K", "Ignidion delay time 1",  "Ignidion delay time 2" 
1.666667  0.07607333  0.07629759
1.538462  0.01486465  0.01515206
1.428571  0.004154954  0.00456666
1.333333  0.001601049  0.002279469
1.25  8.898055E-4  0.002152514
1.176471  8.391931E-4  0.003267616
1.111111  0.0  0.004224436
1.052632  0.0  0.003055106
1.0  0.0  0.001619332
0.952381  0.0  8.036777E-4
0.9090909  0.0  4.059703E-4
0.8695652  0.0  2.136036E-4
0.8333333  0.0  1.17514E-4
0.8  0.0  6.768273E-5
